id,machine_id,timestamp,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,tool_wear_hours,target,failure_type
7524,M_M_07,2024-01-01 12:00:00+00,M,300.10,309.70,1420,48.40,36,4,0,No Failure
7525,M_M_07,2024-01-01 13:00:00+00,M,297.70,307.30,1365,49.20,36,5,0,No Failure
7526,M_M_07,2024-01-01 14:00:00+00,M,300.80,310.70,1924,22.40,36,6,0,No Failure
7527,M_M_07,2024-01-01 15:00:00+00,M,302.20,311.50,1360,53.00,36,7,0,No Failure
7528,M_M_07,2024-01-01 16:00:00+00,M,300.20,310.30,1593,36.10,36,8,0,No Failure
7529,M_M_07,2024-01-01 17:00:00+00,M,302.20,311.50,1479,39.50,36,9,0,No Failure
7530,M_M_07,2024-01-01 18:00:00+00,M,297.80,309.30,2243,15.70,36,10,0,No Failure
7531,M_M_07,2024-01-01 19:00:00+00,M,298.60,309.20,1742,30.00,37,11,0,No Failure
7532,M_M_07,2024-01-01 20:00:00+00,M,302.50,312.10,1454,47.60,37,12,0,No Failure
7533,M_M_07,2024-01-01 21:00:00+00,M,297.60,308.50,1848,23.70,37,13,0,No Failure
7534,M_M_07,2024-01-01 22:00:00+00,M,302.20,311.40,1538,37.40,37,14,0,No Failure
7535,M_M_07,2024-01-01 23:00:00+00,M,295.70,306.30,1462,44.30,37,15,0,No Failure
7536,M_M_07,2024-01-02 00:00:00+00,M,301.00,310.90,1910,21.90,37,16,0,No Failure
7537,M_M_07,2024-01-02 01:00:00+00,M,300.30,310.40,1293,49.70,37,17,0,No Failure
7538,M_M_07,2024-01-02 02:00:00+00,M,301.50,310.60,1573,37.40,37,18,0,No Failure
7539,M_M_07,2024-01-02 03:00:00+00,M,303.60,312.70,2174,17.60,37,19,0,No Failure
7540,M_M_07,2024-01-02 04:00:00+00,M,297.90,307.60,1519,44.00,37,20,0,No Failure
7541,M_M_07,2024-01-02 05:00:00+00,M,299.30,308.50,1422,45.40,37,21,0,No Failure
7542,M_M_07,2024-01-02 06:00:00+00,M,303.40,312.80,1526,30.80,37,22,0,No Failure
7543,M_M_07,2024-01-02 07:00:00+00,M,300.20,309.00,1642,31.20,37,23,0,No Failure
7544,M_M_07,2024-01-02 08:00:00+00,M,297.90,309.00,1970,21.60,37,24,0,No Failure
7545,M_M_07,2024-01-02 09:00:00+00,M,300.50,309.40,1655,32.10,37,25,0,No Failure
7546,M_M_07,2024-01-02 10:00:00+00,M,299.20,310.40,1504,43.30,37,26,0,No Failure
7547,M_M_07,2024-01-02 11:00:00+00,M,298.90,308.90,1727,27.10,37,27,0,No Failure
7548,M_M_07,2024-01-02 12:00:00+00,M,301.20,310.10,1666,34.90,37,28,0,No Failure
7549,M_M_07,2024-01-02 13:00:00+00,M,297.90,307.90,1540,39.80,38,29,0,No Failure
7550,M_M_07,2024-01-02 14:00:00+00,M,300.10,311.30,1650,33.80,38,30,0,No Failure
7551,M_M_07,2024-01-02 15:00:00+00,M,297.70,309.00,1531,42.40,38,31,0,No Failure
7552,M_M_07,2024-01-02 16:00:00+00,M,300.20,310.10,1619,31.30,38,32,0,No Failure
7553,M_M_07,2024-01-02 17:00:00+00,M,301.10,311.30,1909,22.70,38,33,0,No Failure
7554,M_M_07,2024-01-02 18:00:00+00,M,297.20,308.30,1794,27.50,38,34,0,No Failure
7555,M_M_07,2024-01-02 19:00:00+00,M,298.60,309.50,1426,45.40,38,35,0,No Failure
7556,M_M_07,2024-01-02 20:00:00+00,M,296.10,306.90,1951,23.30,38,36,0,No Failure
7557,M_M_07,2024-01-02 21:00:00+00,M,297.60,307.10,1526,39.10,39,37,0,No Failure
7558,M_M_07,2024-01-02 22:00:00+00,M,300.20,309.40,1459,43.90,39,38,0,No Failure
7559,M_M_07,2024-01-02 23:00:00+00,M,302.10,310.80,1409,41.30,39,39,0,No Failure
7560,M_M_07,2024-01-03 00:00:00+00,M,298.60,310.10,1444,48.10,39,40,0,No Failure
7561,M_M_07,2024-01-03 01:00:00+00,M,298.80,309.60,1384,48.20,39,41,0,No Failure
7562,M_M_07,2024-01-03 02:00:00+00,M,297.70,309.50,2027,19.80,39,42,0,No Failure
7563,M_M_07,2024-01-03 03:00:00+00,M,301.70,311.00,1311,55.80,39,43,0,No Failure
7564,M_M_07,2024-01-03 04:00:00+00,M,301.90,310.80,1563,39.20,39,44,0,No Failure
7565,M_M_07,2024-01-03 05:00:00+00,M,301.20,310.10,1295,56.60,39,45,0,No Failure
7566,M_M_07,2024-01-03 06:00:00+00,M,303.40,311.90,1419,50.90,39,46,0,No Failure
7567,M_M_07,2024-01-03 07:00:00+00,M,297.60,308.60,1482,38.30,39,47,0,No Failure
7568,M_M_07,2024-01-03 08:00:00+00,M,298.20,308.80,1607,31.90,39,48,0,No Failure
7569,M_M_07,2024-01-03 09:00:00+00,M,298.00,309.90,1565,33.90,40,49,0,No Failure
7570,M_M_07,2024-01-03 10:00:00+00,M,295.60,306.20,1477,45.00,40,50,0,No Failure
7571,M_M_07,2024-01-03 11:00:00+00,M,300.20,309.10,1406,42.20,40,51,0,No Failure
7572,M_M_07,2024-01-03 12:00:00+00,M,301.60,310.60,1691,30.10,40,52,0,No Failure
7573,M_M_07,2024-01-03 13:00:00+00,M,298.90,308.20,1335,47.80,40,53,0,No Failure
7574,M_M_07,2024-01-03 14:00:00+00,M,301.40,310.70,1459,37.70,40,54,0,No Failure
7575,M_M_07,2024-01-03 15:00:00+00,M,301.20,310.70,1543,32.90,40,55,0,No Failure
7576,M_M_07,2024-01-03 16:00:00+00,M,298.00,309.10,1574,34.80,40,56,0,No Failure
7577,M_M_07,2024-01-03 17:00:00+00,M,301.90,310.90,1317,51.90,40,57,0,No Failure
7578,M_M_07,2024-01-03 18:00:00+00,M,297.50,308.50,1699,30.10,40,58,0,No Failure
7579,M_M_07,2024-01-03 19:00:00+00,M,297.50,308.50,1484,44.70,40,59,0,No Failure
7580,M_M_07,2024-01-03 20:00:00+00,M,300.30,311.50,1445,47.30,40,60,0,No Failure
7581,M_M_07,2024-01-03 21:00:00+00,M,302.60,310.50,1965,20.20,40,61,0,No Failure
7582,M_M_07,2024-01-03 22:00:00+00,M,300.70,309.50,1439,43.80,41,62,0,No Failure
7583,M_M_07,2024-01-03 23:00:00+00,M,298.50,308.70,1615,33.30,41,63,0,No Failure
7584,M_M_07,2024-01-04 00:00:00+00,M,297.30,308.20,1846,24.50,41,64,0,No Failure
7585,M_M_07,2024-01-04 01:00:00+00,M,300.20,309.60,1491,41.80,41,65,0,No Failure
7586,M_M_07,2024-01-04 02:00:00+00,M,299.10,310.10,1649,31.60,41,66,0,No Failure
7587,M_M_07,2024-01-04 03:00:00+00,M,300.20,309.80,1466,45.70,41,67,0,No Failure
7588,M_M_07,2024-01-04 04:00:00+00,M,304.30,313.40,1482,43.80,41,68,0,No Failure
7589,M_M_07,2024-01-04 05:00:00+00,M,302.40,311.40,1534,40.10,41,69,0,No Failure
7590,M_M_07,2024-01-04 06:00:00+00,M,303.30,311.30,1566,46.10,41,70,0,No Failure
7591,M_M_07,2024-01-04 07:00:00+00,M,300.50,311.30,1507,43.40,41,71,0,No Failure
7592,M_M_07,2024-01-04 08:00:00+00,M,300.40,310.50,1644,31.40,41,72,0,No Failure
7593,M_M_07,2024-01-04 09:00:00+00,M,298.10,307.90,1377,55.10,42,73,0,No Failure
7594,M_M_07,2024-01-04 10:00:00+00,M,302.20,311.40,1642,32.10,42,74,0,No Failure
7595,M_M_07,2024-01-04 11:00:00+00,M,300.10,311.30,1748,26.60,42,75,0,No Failure
7596,M_M_07,2024-01-04 12:00:00+00,M,301.90,310.90,2305,16.10,42,76,0,No Failure
7597,M_M_07,2024-01-04 13:00:00+00,M,297.30,308.10,1731,27.70,42,77,0,No Failure
7598,M_M_07,2024-01-04 14:00:00+00,M,299.30,309.30,1471,46.00,42,78,0,No Failure
7599,M_M_07,2024-01-04 15:00:00+00,M,300.20,310.30,1704,29.20,42,79,0,No Failure
7600,M_M_07,2024-01-04 16:00:00+00,M,303.50,312.70,1420,49.10,42,80,0,No Failure
7601,M_M_07,2024-01-04 17:00:00+00,M,297.90,309.00,1530,40.90,42,81,0,No Failure
7602,M_M_07,2024-01-04 18:00:00+00,M,302.10,310.80,1504,37.50,42,82,0,No Failure
7603,M_M_07,2024-01-04 19:00:00+00,M,295.70,306.30,1712,28.50,43,83,0,No Failure
7604,M_M_07,2024-01-04 20:00:00+00,M,298.60,308.20,1488,44.00,43,84,0,No Failure
7605,M_M_07,2024-01-04 21:00:00+00,M,300.10,309.60,1622,36.10,43,85,0,No Failure
7606,M_M_08,2024-01-01 08:00:00+00,M,298.90,308.20,1411,51.30,43,0,0,No Failure
7607,M_M_08,2024-01-01 09:00:00+00,M,298.10,309.60,1549,38.70,43,1,0,No Failure
7608,M_M_08,2024-01-01 10:00:00+00,M,297.20,308.30,1776,28.00,43,2,0,No Failure
7609,M_M_08,2024-01-01 11:00:00+00,M,297.20,308.50,1364,54.00,43,3,0,No Failure
7610,M_M_08,2024-01-01 12:00:00+00,M,301.90,311.00,1467,48.10,43,4,0,No Failure
7611,M_M_08,2024-01-01 13:00:00+00,M,302.30,311.40,1855,23.90,43,5,0,No Failure
7612,M_M_08,2024-01-01 14:00:00+00,M,296.90,308.00,1409,50.70,43,6,0,No Failure
7613,M_M_08,2024-01-01 15:00:00+00,M,301.40,311.20,1727,26.50,43,7,0,No Failure
7614,M_M_08,2024-01-01 16:00:00+00,M,297.80,307.90,1802,25.80,43,8,0,No Failure
7615,M_M_08,2024-01-01 17:00:00+00,M,298.50,308.60,1384,54.40,44,9,0,No Failure
7616,M_M_08,2024-01-01 18:00:00+00,M,300.20,309.60,1528,35.10,44,10,0,No Failure
7617,M_M_08,2024-01-01 19:00:00+00,M,301.10,310.20,1850,27.70,44,11,0,No Failure
7618,M_M_08,2024-01-01 20:00:00+00,M,297.30,308.20,1452,38.20,44,12,0,No Failure
7619,M_M_08,2024-01-01 21:00:00+00,M,302.90,311.00,1556,36.50,44,13,0,No Failure
7620,M_M_08,2024-01-01 22:00:00+00,M,298.60,310.00,1681,35.50,44,14,0,No Failure
7621,M_M_08,2024-01-01 23:00:00+00,M,298.60,309.50,1684,27.80,44,15,0,No Failure
7622,M_M_08,2024-01-02 00:00:00+00,M,299.30,308.50,1305,60.60,44,16,0,No Failure
7623,M_M_08,2024-01-02 01:00:00+00,M,301.40,310.00,1651,29.80,44,17,0,No Failure
7624,M_M_08,2024-01-02 02:00:00+00,M,298.80,308.70,1543,38.20,44,18,0,No Failure
7625,M_M_08,2024-01-02 03:00:00+00,M,301.20,310.10,1479,45.50,44,19,0,No Failure
7626,M_M_08,2024-01-02 04:00:00+00,M,299.00,310.20,1598,33.40,44,20,0,No Failure
7627,M_M_08,2024-01-02 05:00:00+00,M,300.70,311.70,1701,30.80,44,21,0,No Failure
7628,M_M_08,2024-01-02 06:00:00+00,M,298.60,309.20,1311,46.60,44,22,0,No Failure
7629,M_M_08,2024-01-02 07:00:00+00,M,303.40,311.40,1307,54.00,44,23,1,Heat Dissipation Failure
7630,M_M_08,2024-01-02 08:00:00+00,M,301.80,310.70,1383,45.70,44,24,0,No Failure
7631,M_M_08,2024-01-02 09:00:00+00,M,299.00,309.00,1351,52.20,44,25,0,No Failure
7632,M_M_08,2024-01-02 10:00:00+00,M,300.80,310.70,1886,21.10,44,26,0,No Failure
7633,M_M_08,2024-01-02 11:00:00+00,M,297.60,307.20,1470,42.60,44,27,0,No Failure
7634,M_M_08,2024-01-02 12:00:00+00,M,300.80,309.60,1404,38.70,44,28,0,No Failure
7635,M_M_08,2024-01-02 13:00:00+00,M,304.20,313.40,1411,54.80,44,29,0,No Failure
7636,M_M_08,2024-01-02 14:00:00+00,M,299.50,310.10,1659,31.50,44,30,0,No Failure
7637,M_M_08,2024-01-02 15:00:00+00,M,298.00,307.60,1844,23.80,44,31,0,No Failure
7638,M_M_08,2024-01-02 16:00:00+00,M,300.60,309.40,1367,63.20,45,32,1,Power Failure
7639,M_M_08,2024-01-02 17:00:00+00,M,299.10,308.20,1435,45.20,45,33,0,No Failure
7640,M_M_08,2024-01-02 18:00:00+00,M,301.90,310.90,1456,43.60,45,34,0,No Failure
7641,M_M_08,2024-01-02 19:00:00+00,M,303.40,312.20,1561,38.20,45,35,0,No Failure
7642,M_M_08,2024-01-02 20:00:00+00,M,296.70,307.40,1540,38.70,45,36,0,No Failure
7643,M_M_08,2024-01-02 21:00:00+00,M,302.50,310.40,1509,37.60,45,37,0,No Failure
7644,M_M_08,2024-01-02 22:00:00+00,M,299.50,309.20,1314,61.80,45,38,0,No Failure
7645,M_M_08,2024-01-02 23:00:00+00,M,300.80,310.80,1520,38.00,45,39,0,No Failure
7646,M_M_08,2024-01-03 00:00:00+00,M,298.10,308.00,2129,18.40,45,40,0,No Failure
7647,M_M_08,2024-01-03 01:00:00+00,M,304.10,313.20,2028,18.90,45,41,0,No Failure
7648,M_M_08,2024-01-03 02:00:00+00,M,300.30,309.20,1364,47.60,45,42,0,No Failure
7649,M_M_08,2024-01-03 03:00:00+00,M,300.80,311.40,1732,26.90,45,43,0,No Failure
7650,M_M_08,2024-01-03 04:00:00+00,M,300.20,310.10,1550,38.70,45,44,0,No Failure
7651,M_M_08,2024-01-03 05:00:00+00,M,303.50,312.70,2116,16.70,45,45,0,No Failure
7652,M_M_08,2024-01-03 06:00:00+00,M,300.20,310.30,1478,38.10,45,46,0,No Failure
7653,M_M_08,2024-01-03 07:00:00+00,M,301.30,310.70,1819,25.50,46,47,0,No Failure
7654,M_M_08,2024-01-03 08:00:00+00,M,298.50,309.30,1498,34.60,46,48,0,No Failure
7655,M_M_08,2024-01-03 09:00:00+00,M,303.70,312.90,1444,52.70,46,49,0,No Failure
7656,M_M_08,2024-01-03 10:00:00+00,M,302.50,312.00,1642,29.10,46,50,0,No Failure
7657,M_M_08,2024-01-03 11:00:00+00,M,295.70,306.30,1347,50.40,46,51,0,No Failure
7658,M_M_08,2024-01-03 12:00:00+00,M,297.20,308.30,1431,43.70,46,52,0,No Failure
7659,M_M_08,2024-01-03 13:00:00+00,M,300.10,309.60,1625,38.00,46,53,0,No Failure
7660,M_M_08,2024-01-03 14:00:00+00,M,300.50,312.00,1779,27.70,46,54,0,No Failure
7661,M_M_08,2024-01-03 15:00:00+00,M,298.80,309.90,1331,61.60,46,55,0,No Failure
7662,M_M_08,2024-01-03 16:00:00+00,M,298.30,308.90,1646,25.40,46,56,0,No Failure
7663,M_M_08,2024-01-03 17:00:00+00,M,302.40,311.40,1475,45.20,46,57,0,No Failure
7664,M_M_08,2024-01-03 18:00:00+00,M,302.60,312.30,1566,36.60,46,58,0,No Failure
7665,M_M_08,2024-01-03 19:00:00+00,M,298.70,310.10,1644,34.10,46,59,0,No Failure
7666,M_M_08,2024-01-03 20:00:00+00,M,297.50,309.50,1448,43.70,46,60,0,No Failure
7667,M_M_08,2024-01-03 21:00:00+00,M,300.50,311.40,1743,27.60,46,61,0,No Failure
7668,M_M_08,2024-01-03 22:00:00+00,M,297.60,308.60,1444,48.20,46,62,0,No Failure
7669,M_M_08,2024-01-03 23:00:00+00,M,299.40,310.00,1512,43.20,47,63,0,No Failure
7670,M_M_08,2024-01-04 00:00:00+00,M,298.80,309.80,1534,37.00,47,64,0,No Failure
7671,M_M_08,2024-01-04 01:00:00+00,M,298.70,309.20,1410,45.60,47,65,0,No Failure
7672,M_M_08,2024-01-04 02:00:00+00,M,297.40,308.30,1483,41.90,47,66,0,No Failure
7673,M_M_08,2024-01-04 03:00:00+00,M,298.00,308.70,1430,51.90,47,67,0,No Failure
7674,M_M_08,2024-01-04 04:00:00+00,M,298.50,308.70,1367,47.30,47,68,0,No Failure
7675,M_M_08,2024-01-04 05:00:00+00,M,303.30,311.50,1569,36.60,47,69,0,No Failure
7676,M_M_08,2024-01-04 06:00:00+00,M,299.00,309.00,1575,35.30,47,70,0,No Failure
7677,M_M_08,2024-01-04 07:00:00+00,M,298.60,309.60,1397,54.10,47,71,0,No Failure
7678,M_M_08,2024-01-04 08:00:00+00,M,302.10,311.40,1419,36.20,47,72,0,No Failure
7679,M_M_08,2024-01-04 09:00:00+00,M,300.10,311.40,1617,39.30,47,73,0,No Failure
7680,M_M_08,2024-01-04 10:00:00+00,M,303.70,312.90,1406,41.90,48,74,0,No Failure
7681,M_M_08,2024-01-04 11:00:00+00,M,300.10,309.70,1348,57.30,48,75,0,No Failure
7682,M_M_08,2024-01-04 12:00:00+00,M,301.80,310.90,1299,60.40,48,76,0,No Failure
7683,M_M_08,2024-01-04 13:00:00+00,M,303.30,311.50,1384,54.80,48,77,0,No Failure
7684,M_M_08,2024-01-04 14:00:00+00,M,301.10,311.20,1384,49.40,48,78,0,No Failure
7685,M_M_08,2024-01-04 15:00:00+00,M,301.70,310.80,1516,40.40,48,79,0,No Failure
7686,M_M_08,2024-01-04 16:00:00+00,M,300.30,311.90,1677,30.80,48,80,0,No Failure
7687,M_M_08,2024-01-04 17:00:00+00,M,296.30,307.40,1335,50.50,48,81,0,No Failure
7688,M_M_08,2024-01-04 18:00:00+00,M,298.90,310.00,1520,35.60,48,82,0,No Failure
7689,M_M_08,2024-01-04 19:00:00+00,M,298.70,309.80,1501,44.70,48,83,0,No Failure
7690,M_M_08,2024-01-04 20:00:00+00,M,300.20,309.40,1501,40.00,48,84,0,No Failure
7691,M_M_08,2024-01-04 21:00:00+00,M,296.00,306.70,2044,22.30,48,85,0,No Failure
7692,M_M_09,2024-01-01 08:00:00+00,M,297.60,308.40,1611,31.00,48,0,0,No Failure
7693,M_M_09,2024-01-01 09:00:00+00,M,299.60,309.30,1577,39.80,48,1,0,No Failure
7694,M_M_09,2024-01-01 10:00:00+00,M,298.80,308.70,1446,45.50,49,2,0,No Failure
7695,M_M_09,2024-01-01 11:00:00+00,M,303.70,312.80,1366,47.30,49,3,0,No Failure
7696,M_M_09,2024-01-01 12:00:00+00,M,298.50,309.30,1761,27.20,49,4,0,No Failure
7697,M_M_09,2024-01-01 13:00:00+00,M,304.10,313.30,1494,39.00,49,5,0,No Failure
7698,M_M_09,2024-01-01 14:00:00+00,M,300.60,312.10,1293,52.30,49,6,0,No Failure
7699,M_M_09,2024-01-01 15:00:00+00,M,299.30,309.10,1376,46.70,49,7,0,No Failure
7700,M_M_09,2024-01-01 16:00:00+00,M,302.20,310.80,1408,46.80,49,8,0,No Failure
7701,M_M_09,2024-01-01 17:00:00+00,M,301.30,310.80,1372,54.20,49,9,0,No Failure
7702,M_M_09,2024-01-01 18:00:00+00,M,300.80,309.50,1481,44.50,49,10,0,No Failure
7703,M_M_09,2024-01-01 19:00:00+00,M,302.40,311.80,1557,31.50,49,11,0,No Failure
7704,M_M_09,2024-01-01 20:00:00+00,M,301.20,310.30,1357,54.50,49,12,0,No Failure
7705,M_M_09,2024-01-01 21:00:00+00,M,301.50,310.00,1417,44.60,49,13,0,No Failure
7706,M_M_09,2024-01-01 22:00:00+00,M,297.40,308.50,1412,45.50,49,14,0,No Failure
7707,M_M_09,2024-01-01 23:00:00+00,M,302.70,312.40,1422,44.50,49,15,0,No Failure
7708,M_M_09,2024-01-02 00:00:00+00,M,298.50,308.60,1897,20.20,50,16,0,No Failure
7709,M_M_09,2024-01-02 01:00:00+00,M,301.50,310.40,1593,36.80,50,17,0,No Failure
7710,M_M_09,2024-01-02 02:00:00+00,M,298.00,309.40,1276,65.90,50,18,0,No Failure
7711,M_M_09,2024-01-02 03:00:00+00,M,298.90,308.90,1750,29.90,50,19,0,No Failure
7712,M_M_09,2024-01-02 04:00:00+00,M,298.80,309.90,1741,27.70,50,20,0,No Failure
7713,M_M_09,2024-01-02 05:00:00+00,M,300.10,309.50,1462,42.80,50,21,0,No Failure
7714,M_M_09,2024-01-02 06:00:00+00,M,299.00,308.20,1358,42.70,50,22,0,No Failure
7715,M_M_09,2024-01-02 07:00:00+00,M,298.90,310.30,1551,35.20,50,23,0,No Failure
7716,M_M_09,2024-01-02 08:00:00+00,M,296.60,307.50,1734,27.00,50,24,0,No Failure
7717,M_M_09,2024-01-02 09:00:00+00,M,299.20,308.40,1529,43.00,50,25,0,No Failure
7718,M_M_09,2024-01-02 10:00:00+00,M,300.10,310.30,1350,48.80,50,26,0,No Failure
7719,M_M_09,2024-01-02 11:00:00+00,M,300.70,310.60,1572,38.50,50,27,0,No Failure
7720,M_M_09,2024-01-02 12:00:00+00,M,304.20,313.40,1713,23.50,50,28,0,No Failure
7721,M_M_09,2024-01-02 13:00:00+00,M,300.70,311.30,1487,39.80,50,29,0,No Failure
7722,M_M_09,2024-01-02 14:00:00+00,M,298.70,308.50,1660,27.00,50,30,0,No Failure
7723,M_M_09,2024-01-02 15:00:00+00,M,300.60,309.60,1588,37.00,50,31,0,No Failure
7724,M_M_09,2024-01-02 16:00:00+00,M,302.40,310.20,1485,45.90,50,32,0,No Failure
7725,M_M_09,2024-01-02 17:00:00+00,M,302.10,310.90,1916,23.10,51,33,0,No Failure
7726,M_M_09,2024-01-02 18:00:00+00,M,298.10,308.70,1581,47.40,51,34,0,No Failure
7727,M_M_09,2024-01-02 19:00:00+00,M,297.30,308.30,1341,51.90,51,35,0,No Failure
7728,M_M_09,2024-01-02 20:00:00+00,M,298.70,310.10,1693,31.90,51,36,0,No Failure
7729,M_M_09,2024-01-02 21:00:00+00,M,298.10,307.80,1636,36.70,51,37,0,No Failure
7730,M_M_09,2024-01-02 22:00:00+00,M,297.60,308.40,1507,46.00,51,38,0,No Failure
7731,M_M_09,2024-01-02 23:00:00+00,M,301.90,311.00,1432,41.50,51,39,0,No Failure
7732,M_M_09,2024-01-03 00:00:00+00,M,300.20,309.50,1630,28.30,51,40,0,No Failure
7733,M_M_09,2024-01-03 01:00:00+00,M,297.40,308.30,1535,34.60,51,41,0,No Failure
7734,M_M_09,2024-01-03 02:00:00+00,M,297.00,308.10,1507,43.10,51,42,0,No Failure
7735,M_M_09,2024-01-03 03:00:00+00,M,298.70,309.90,1411,45.10,51,43,0,No Failure
7736,M_M_09,2024-01-03 04:00:00+00,M,297.90,308.80,1469,49.00,51,44,0,No Failure
7737,M_M_09,2024-01-03 05:00:00+00,M,298.80,308.60,1598,35.10,52,45,0,No Failure
7738,M_M_09,2024-01-03 06:00:00+00,M,302.90,311.00,1402,40.70,52,46,0,No Failure
7739,M_M_09,2024-01-03 07:00:00+00,M,298.10,307.90,1303,53.90,52,47,0,No Failure
7740,M_M_09,2024-01-03 08:00:00+00,M,300.60,311.60,1630,31.80,52,48,0,No Failure
7741,M_M_09,2024-01-03 09:00:00+00,M,300.70,309.40,1589,35.00,52,49,0,No Failure
7742,M_M_09,2024-01-03 10:00:00+00,M,302.30,311.60,1668,33.20,52,50,0,No Failure
7743,M_M_09,2024-01-03 11:00:00+00,M,301.40,311.20,1434,47.60,52,51,0,No Failure
7744,M_M_09,2024-01-03 12:00:00+00,M,297.80,307.40,1752,26.10,52,52,0,No Failure
7745,M_M_09,2024-01-03 13:00:00+00,M,302.20,311.30,1521,40.60,52,53,0,No Failure
7746,M_M_09,2024-01-03 14:00:00+00,M,300.80,310.90,1557,31.60,52,54,0,No Failure
7747,M_M_09,2024-01-03 15:00:00+00,M,299.30,309.10,1600,35.30,52,55,0,No Failure
7748,M_M_09,2024-01-03 16:00:00+00,M,304.30,313.40,1624,32.10,53,56,0,No Failure
7749,M_M_09,2024-01-03 17:00:00+00,M,302.20,311.70,1393,42.50,53,57,0,No Failure
7750,M_M_09,2024-01-03 18:00:00+00,M,301.80,310.70,1429,47.90,53,58,0,No Failure
7751,M_M_09,2024-01-03 19:00:00+00,M,296.20,307.30,1477,35.20,53,59,0,No Failure
7752,M_M_09,2024-01-03 20:00:00+00,M,299.00,310.00,1667,30.00,53,60,0,No Failure
7753,M_M_09,2024-01-03 21:00:00+00,M,300.80,310.80,1461,41.30,53,61,0,No Failure
7754,M_M_09,2024-01-03 22:00:00+00,M,300.80,311.40,1852,22.20,53,62,0,No Failure
7755,M_M_09,2024-01-03 23:00:00+00,M,295.60,306.30,1426,45.50,53,63,0,No Failure
7756,M_M_09,2024-01-04 00:00:00+00,M,300.40,311.60,1518,36.40,53,64,0,No Failure
7757,M_M_09,2024-01-04 01:00:00+00,M,299.20,308.40,1415,43.50,53,65,0,No Failure
7758,M_M_09,2024-01-04 02:00:00+00,M,298.70,310.10,1506,50.70,53,66,0,No Failure
7759,M_M_09,2024-01-04 03:00:00+00,M,301.20,310.70,1527,41.10,53,67,0,No Failure
7760,M_M_09,2024-01-04 04:00:00+00,M,299.10,310.50,1428,43.00,53,68,0,No Failure
7761,M_M_09,2024-01-04 05:00:00+00,M,300.00,309.60,1618,36.20,53,69,0,No Failure
7762,M_M_09,2024-01-04 06:00:00+00,M,297.60,308.70,1475,46.60,54,70,0,No Failure
7763,M_M_09,2024-01-04 07:00:00+00,M,302.50,311.80,1566,37.60,54,71,0,No Failure
7764,M_M_09,2024-01-04 08:00:00+00,M,302.20,310.90,1771,27.60,54,72,0,No Failure
7765,M_M_09,2024-01-04 09:00:00+00,M,301.60,310.20,1411,45.10,54,73,0,No Failure
7766,M_M_09,2024-01-04 10:00:00+00,M,300.30,309.60,1524,38.40,54,74,0,No Failure
7767,M_M_09,2024-01-04 11:00:00+00,M,302.00,310.90,1456,47.20,54,75,0,No Failure
7768,M_M_09,2024-01-04 12:00:00+00,M,297.90,308.80,1538,37.60,54,76,0,No Failure
7769,M_M_09,2024-01-04 13:00:00+00,M,301.30,310.80,1494,35.30,54,77,0,No Failure
7770,M_M_09,2024-01-04 14:00:00+00,M,300.20,310.20,1429,43.80,54,78,0,No Failure
7771,M_M_09,2024-01-04 15:00:00+00,M,297.00,308.00,1408,47.90,54,79,0,No Failure
7772,M_M_09,2024-01-04 16:00:00+00,M,300.80,310.50,1511,35.80,54,80,0,No Failure
7773,M_M_09,2024-01-04 17:00:00+00,M,300.80,310.30,1270,61.00,54,81,0,No Failure
7774,M_M_09,2024-01-04 18:00:00+00,M,298.10,308.20,1342,48.10,54,82,0,No Failure
7775,M_M_09,2024-01-04 19:00:00+00,M,302.00,311.50,1366,52.30,54,83,0,No Failure
7776,M_M_09,2024-01-04 20:00:00+00,M,298.10,307.80,1503,44.70,54,84,0,No Failure
7777,M_M_09,2024-01-04 21:00:00+00,M,299.20,308.40,1381,42.50,54,85,0,No Failure
7778,M_M_10,2024-01-01 08:00:00+00,M,298.90,309.30,1632,32.50,55,0,0,No Failure
7779,M_M_10,2024-01-01 09:00:00+00,M,296.70,307.50,1515,42.10,55,1,0,No Failure
7780,M_M_10,2024-01-01 10:00:00+00,M,298.80,310.00,1486,38.50,55,2,0,No Failure
7781,M_M_10,2024-01-01 11:00:00+00,M,300.00,311.30,1629,32.10,55,3,0,No Failure
7782,M_M_10,2024-01-01 12:00:00+00,M,299.90,311.30,1389,50.00,55,4,0,No Failure
7783,M_M_10,2024-01-01 13:00:00+00,M,298.00,309.90,1445,45.20,55,5,0,No Failure
7784,M_M_10,2024-01-01 14:00:00+00,M,300.60,311.40,1468,40.40,55,6,0,No Failure
7785,M_M_10,2024-01-01 15:00:00+00,M,298.40,308.50,1576,27.40,55,7,0,No Failure
7786,M_M_10,2024-01-01 16:00:00+00,M,302.90,311.00,1437,49.90,55,8,0,No Failure
7787,M_M_10,2024-01-01 17:00:00+00,M,297.40,308.50,1497,36.40,56,9,0,No Failure
7788,M_M_10,2024-01-01 18:00:00+00,M,299.90,309.60,1489,41.70,56,10,0,No Failure
7789,M_M_10,2024-01-01 19:00:00+00,M,301.20,310.30,1379,43.20,56,11,0,No Failure
7790,M_M_10,2024-01-01 20:00:00+00,M,297.90,309.10,1338,49.60,56,12,0,No Failure
